Date,Symbol,Nominal Price,Prev close,Open,Turnover,Volume,Mkt cap,Bid,Ask,EPS(RMB),P/E ratio,Div yield,High,Low,52-wk high,52-wk low
2018-06-12,3328,6.410,6.380,6.310,190.03M,29.71M,224.42B,6.400,6.410,0.91,5.65,5.55%,6.430,6.310,7.130,5.470
2018-06-12,386,7.530,7.420,7.460,662.31M,87.57M,192.11B,7.530,7.540,0.4233,14.35,8.14%,7.670,7.460,8.350,5.400
2018-06-12,388,260.600,261.200,260.000,654.77M,2.51M,324.90B,260.400,260.600,6.0309,43.21,2.07%,262.600,259.200,306.000,197.600
2018-06-12,3988,4.190,4.200,4.180,687.18M,163.81M,350.37B,4.190,4.200,0.56,6.00,5.23%,4.220,4.170,4.960,3.570
2018-06-12,3,15.200,15.340,15.300,283.18M,18.56M,233.87B,15.200,15.220,0.5345,28.44,2.09%,15.360,15.200,15.800,13.091
2018-06-12,5,76.750,76.950,76.400,711.68M,9.28M,"1,563.22B",76.750,76.800,0.4848,20.30,5.20%,76.850,76.300,86.000,67.550
2018-06-12,66,44.550,44.300,44.500,94.47M,2.12M,267.72B,44.450,44.550,2.8288,15.75,2.51%,44.650,44.100,46.800,40.550
2018-06-12,688,29.150,28.700,28.500,467.97M,16.11M,319.37B,29.150,29.200,3.7209,7.83,2.74%,29.400,28.500,32.200,22.500
2018-06-12,6,55.800,55.500,55.500,141.94M,2.55M,119.09B,55.800,55.850,3.8978,14.32,29.21%,55.950,55.400,67.607,54.000
2018-06-12,700,417.400,419.000,420.400,5.18B,12.36M,"3,967.00B",417.400,417.800,7.5986,44.36,0.21%,422.400,416.200,476.600,260.379
2018-06-12,762,10.300,10.240,10.300,188.56M,18.31M,315.16B,10.300,10.320,0.0744,111.47,0.62%,10.380,10.180,13.240,9.200
2018-06-12,823,73.000,73.500,73.800,309.81M,4.23M,156.95B,73.000,73.050,21.772,3.35,3.42%,73.800,73.000,75.000,58.000
2018-06-12,836,16.200,15.900,16.100,246.40M,15.17M,77.92B,16.180,16.200,0.9678,16.74,5.40%,16.480,16.020,16.300,12.820
2018-06-12,83,13.920,13.940,13.880,55.59M,3.99M,91.91B,13.920,13.940,1.19,11.70,7.04%,14.060,13.760,14.604,12.063
2018-06-12,857,6.530,6.550,6.450,894.15M,135.89M,137.77B,6.520,6.530,0.1246,42.24,2.38%,6.680,6.450,6.740,4.678
2018-06-12,883,13.660,13.440,13.420,918.64M,66.79M,609.88B,13.640,13.660,0.5527,19.83,3.66%,13.980,13.420,14.640,8.450
2018-06-12,939,8.060,8.060,8.020,1.61B,200.26M,"1,937.76B",8.060,8.070,0.969,6.65,4.52%,8.130,8.000,9.390,5.910
2018-06-12,941,71.750,71.500,72.000,667.68M,9.27M,"1,469.11B",71.750,71.800,5.5813,10.36,8.93%,72.500,71.550,86.355,69.600
