Date,Symbol,Nominal price,Previous Close,Open,Bid,Ask,Day's Range,52 Week Range,Volume,Avg. Volume,Market Cap,Beta,PE Ratio (TTM),EPS (TTM),Earnings Date,Forward Dividend & Yield,Ex-Dividend Date,1y Target Est
2018-06-15,1928,44.850,45.250,45.900,44.850 x 0,44.900 x 0,44.550 - 45.900,33.800 - 49.350,"6,571,575","11,416,459",362.397B,0.91,28.90,1.552,"May 3, 2018",1.00 (2.23%),2018-05-31,49.42
2018-06-15,1997,60.800,59.450,59.250,60.500 x 0,60.800 x 0,59.100 - 60.800,46.550 - 65.150,"8,573,995","2,484,026",184.603B,N/A,10.72,5.670,N/A,1.90 (3.06%),2018-04-06,62.08
2018-06-15,0019,83.250,83.000,83.000,83.100 x 0,83.250 x 0,82.900 - 83.700,71.850 - 83.800,"3,812,007","1,375,773",117.649B,0.65,4.80,17.340,N/A,4.30 (5.70%),2018-04-11,92.34
2018-06-15,0001,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2018-06-15,2007,16.200,16.140,16.040,16.200 x 0,16.220 x 0,16.040 - 16.560,8.370 - 19.160,"43,182,473","48,239,201",350.458B,1.18,11.00,1.472,"Aug 20, 2018",0.61 (3.56%),2018-05-21,18.27
2018-06-15,2018,120.300,119.400,118.300,120.200 x 0,120.300 x 0,118.000 - 122.000,94.050 - 185.000,"4,382,973","7,032,920",147.007B,-0.08,23.07,5.215,"Aug 23, 2018",2.10 (1.46%),2018-06-07,152.69
2018-06-15,2318,79.250,79.050,79.300,79.200 x 0,79.250 x 0,78.900 - 79.900,50.150 - 98.850,"35,473,117","52,097,800",1.579T,1.61,13.25,5.983,N/A,1.82 (2.31%),2018-06-07,102.95
2018-06-15,2319,27.500,27.900,27.700,27.450 x 0,27.500 x 0,27.300 - 28.250,14.500 - 30.200,"18,536,508","15,893,824",108.002B,0.82,43.61,0.631,"Aug 28, 2018",0.15 (0.57%),2018-05-08,29.46
2018-06-15,2382,164.000,165.700,165.900,164.000 x 0,164.300 x 0,163.900 - 168.500,63.900 - 174.900,"5,584,537","7,094,232",178.914B,1.27,51.28,3.198,"Aug 13, 2018",0.81 (0.48%),2018-06-01,145.67
2018-06-15,2388,39.450,39.800,39.550,39.450 x 0,39.500 x 0,39.350 - 39.750,34.300 - 42.150,"10,263,837","8,501,176",417.097B,1.07,13.42,2.939,"Aug 28, 2018",1.30 (3.26%),2018-06-29,45.87
2018-06-15,0023,32.300,32.000,32.000,32.200 x 0,32.300 x 0,31.650 - 32.300,30.550 - 36.000,"3,206,904","1,430,209",90.687B,1.07,10.06,3.210,"Aug 23, 2018",1.28 (3.92%),2018-03-08,29.46
2018-06-15,2628,21.950,22.250,22.000,21.900 x 0,21.950 x 0,21.850 - 22.150,21.100 - 28.200,"38,528,191","33,742,635",814.692B,1.30,16.20,1.355,N/A,0.49 (2.15%),2018-06-13,29.96
2018-06-15,0267,11.600,11.620,11.620,11.580 x 0,11.600 x 0,11.460 - 11.680,10.700 - 12.800,"17,016,869","7,627,553",337.447B,0.78,7.68,1.510,N/A,0.36 (3.04%),2018-06-19,12.45
2018-06-15,0027,64.350,64.850,64.500,64.300 x 0,64.350 x 0,64.100 - 65.300,43.900 - 73.850,"9,240,008","10,851,691",277.893B,1.35,26.25,2.451,"Aug 27, 2018",N/A (N/A),2018-03-23,78.78
2018-06-15,0288,7.040,6.960,6.870,7.020 x 0,7.040 x 0,6.870 - 7.090,6.870 - 9.900,"85,113,609","35,496,839",103.236B,1.04,N/A,N/A,N/A,0.27 (3.46%),2018-06-07,10.51
2018-06-15,0002,81.500,81.250,81.000,81.350 x 0,81.500 x 0,80.750 - 81.750,75.050 - 84.950,"4,320,563","2,375,744",205.906B,0.23,14.45,5.640,"Aug 6, 2018",2.44 (2.98%),2018-06-04,83.51
2018-06-15,3328,6.300,6.340,6.360,6.290 x 0,6.300 x 0,6.270 - 6.360,5.470 - 7.130,"38,209,727","27,692,160",453.034B,1.25,5.77,1.091,N/A,0.36 (5.59%),2018-06-25,7.12
2018-06-15,0386,7.200,7.280,7.210,7.200 x 0,7.210 x 0,7.170 - 7.320,5.400 - 8.350,"148,982,951","141,803,241",783.864B,1.21,14.20,0.507,N/A,0.61 (8.29%),2018-05-25,8.80
2018-06-15,0388,255.400,255.600,255.000,255.400 x 0,255.600 x 0,254.600 - 256.400,197.600 - 306.000,"4,495,212","5,777,282",317.651B,1.43,42.35,6.030,"Aug 7, 2018",5.70 (2.19%),2018-04-27,316.49
2018-06-15,3988,4.100,4.110,4.120,4.100 x 0,4.110 x 0,4.090 - 4.130,3.570 - 4.960,"346,623,419","276,419,276",1.378T,1.35,6.11,0.671,N/A,0.22 (5.23%),2018-07-05,4.32
2018-06-15,0003,14.900,14.860,14.820,14.900 x 0,14.920 x 0,14.800 - 14.980,13.091 - 15.800,"33,683,386","15,551,281",229.257B,0.57,27.87,0.535,"Aug 20, 2018",0.32 (2.09%),2018-06-08,14.40
2018-06-15,0005,76.350,76.400,76.500,76.300 x 0,76.350 x 0,76.300 - 76.850,67.550 - 86.000,"16,363,655","17,263,164",1.537T,0.92,20.36,3.751,N/A,3.99 (5.23%),2018-02-22,86.38
2018-06-15,0066,43.300,43.600,43.850,43.300 x 0,43.500 x 0,43.300 - 43.850,40.550 - 46.800,"5,017,673","3,507,573",260.21B,0.47,24.89,1.740,"Aug 7, 2018",1.12 (2.46%),2018-05-18,45.16
2018-06-15,0688,28.650,28.500,28.200,28.650 x 0,28.700 x 0,28.200 - 28.950,22.500 - 32.200,"19,611,237","14,608,738",313.895B,1.38,7.70,3.720,"Aug 20, 2018",0.80 (3.11%),2018-06-13,33.38
2018-06-15,0006,55.400,55.300,55.300,55.300 x 0,55.400 x 0,55.050 - 55.550,54.000 - 78.800,"5,992,013","6,209,022",118.238B,0.52,14.21,3.900,"Jul 18, 2018",N/A (N/A),2018-05-14,65.42
2018-06-15,0700,410.000,412.000,416.000,410.000 x 0,410.200 x 0,408.400 - 417.000,260.400 - 476.600,"23,180,404","28,897,413",3.868T,1.10,45.01,9.109,"Aug 14, 2018",0.88 (0.22%),2018-05-18,527.57
2018-06-15,0762,10.080,10.100,9.980,10.060 x 0,10.080 x 0,9.950 - 10.200,9.200 - 13.240,"29,896,194","30,879,755",308.429B,0.91,120.11,0.084,"Aug 14, 2018",0.06 (0.62%),2018-05-16,13.73
2018-06-15,0823,71.550,71.400,71.250,71.500 x 0,71.550 x 0,71.000 - 71.550,58.000 - 75.000,"10,160,985","4,282,762",153.837B,0.47,3.30,21.710,"Jun 4, 2018",2.43 (3.65%),2017-11-21,76.80
2018-06-15,0836,14.720,15.190,15.400,14.720 x 0,14.740 x 0,14.680 - 15.500,12.820 - 16.480,"13,951,350","7,982,777",70.81B,0.79,15.18,0.970,"Aug 14, 2018",0.88 (5.40%),2018-06-15,17.22
2018-06-15,0083,13.440,13.360,13.480,13.420 x 0,13.440 x 0,13.380 - 13.560,12.440 - 15.060,"8,671,310","4,639,415",88.745B,0.78,11.29,1.190,"Aug 22, 2018",0.53 (3.75%),2018-03-13,15.67
2018-06-15,0857,6.040,6.120,6.090,6.040 x 0,6.050 x 0,6.040 - 6.210,4.720 - 6.740,"137,917,742","151,014,348",1.645T,1.00,135.88,0.044,N/A,0.07 (1.12%),2018-06-13,7.54
2018-06-15,0883,12.940,13.080,12.880,12.940 x 0,12.960 x 0,12.840 - 13.040,8.450 - 14.640,"88,773,445","73,672,996",577.739B,0.70,"1,164.51",0.659,"Aug 22, 2018",0.50 (3.79%),2018-06-07,15.66
2018-06-15,0939,7.790,7.870,7.850,7.790 x 0,7.800 x 0,7.790 - 7.880,5.910 - 9.390,"590,344,274","284,145,113",2.379T,1.21,6.77,1.151,N/A,0.36 (4.44%),2018-07-09,10.58
2018-06-15,0941,70.250,70.450,70.200,70.200 x 0,70.250 x 0,69.600 - 70.300,69.600 - 89.600,"26,911,416","14,676,543",1.438T,0.60,10.50,6.690,"Aug 8, 2018",3.21 (4.35%),2018-05-24,93.74
