Date,Symbol,Nominal Price,Prev close,Open,Turnover,Volume,Mkt cap,Bid,Ask,EPS(RMB),P/E ratio,Div yield,High,Low,52-wk high,52-wk low
2018-06-06,3988,4.190,4.200,4.220,701.53M,166.77M,350.37B,4.190,4.200,0.56,6.00,5.23%,4.220,4.190,4.960,3.570
2018-06-06,3,17.340,17.280,17.300,391.07M,22.56M,242.54B,17.320,17.340,0.588,29.49,2.02%,17.380,17.280,17.300,14.400
2018-06-06,5,76.500,76.500,76.200,1.03B,13.48M,"1,558.97B",76.450,76.500,0.4848,20.23,5.21%,76.750,76.200,86.000,67.550
2018-06-06,66,44.600,44.350,44.350,102.41M,2.30M,267.99B,44.550,44.600,2.8288,15.77,2.51%,44.600,44.350,46.800,40.550
2018-06-06,688,28.450,28.200,28.250,520.95M,18.31M,311.70B,28.400,28.450,3.7209,7.65,2.81%,28.800,28.250,32.200,22.500
2018-06-06,6,55.250,54.700,54.950,200.09M,3.63M,117.91B,55.200,55.250,3.8978,14.17,29.50%,55.300,54.700,67.607,54.000
2018-06-06,700,425.000,420.000,421.200,9.83B,23.22M,"4,039.06B",424.800,425.000,7.5986,45.16,0.21%,425.000,420.800,476.600,260.379
2018-06-06,762,10.840,10.860,10.900,200.07M,18.50M,331.68B,10.840,10.860,0.0744,117.32,0.59%,10.900,10.740,13.240,9.200
2018-06-06,823,72.400,72.900,73.200,385.95M,5.32M,155.66B,72.400,72.450,10.778,6.72,3.29%,73.300,72.150,75.000,58.000
2018-06-06,836,15.880,15.620,15.620,98.82M,6.21M,76.38B,15.880,15.900,0.9678,16.41,5.51%,16.000,15.620,16.340,12.820
2018-06-06,83,14.000,14.140,14.260,109.24M,7.81M,92.44B,14.000,14.020,1.19,11.76,7.00%,14.280,13.820,14.604,12.063
2018-06-06,857,6.560,6.370,6.400,1.02B,157.56M,138.40B,6.550,6.560,0.1246,42.43,2.39%,6.580,6.340,6.660,4.678
2018-06-06,883,13.660,13.600,13.540,914.26M,66.83M,609.88B,13.640,13.660,0.5527,19.83,3.66%,13.760,13.460,14.640,8.450
2018-06-06,939,8.140,8.150,8.180,1.92B,236.39M,"1,956.99B",8.140,8.150,0.969,6.71,4.47%,8.200,8.110,9.390,5.910
2018-06-06,941,72.550,72.300,72.700,723.40M,9.96M,"1,485.49B",72.550,72.600,5.5813,10.48,8.83%,72.950,72.500,86.355,69.600
