Date,Symbol,Nominal Price,Prev close,Open,Turnover,Volume,Mkt cap,Bid,Ask,EPS(RMB),P/E ratio,Div yield,High,Low,52-wk high,52-wk low
2018-06-14,175,23.450,23.850,23.800,782.53M,33.33M,210.51B,23.400,23.450,1.1905,15.91,1.24%,23.900,23.200,29.800,13.940
2018-06-14,17,11.860,12.020,11.980,154.40M,12.93M,121.12B,11.860,11.880,0.8035,14.76,3.96%,12.140,11.820,13.000,9.740
2018-06-14,1928,45.250,45.000,45.300,344.70M,7.59M,365.62B,45.250,45.350,0.1986,29.21,4.40%,45.800,45.000,49.350,33.800
2018-06-14,1997,59.450,60.000,60.500,112.59M,1.88M,180.50B,59.450,59.500,5.6709,10.48,1.60%,60.700,59.450,65.150,46.550
2018-06-14,19,83.000,83.150,83.150,194.74M,2.34M,75.13B,83.000,83.100,17.341,4.79,2.53%,83.600,82.800,83.800,71.850
2018-06-14,1,88.300,89.500,88.900,507.81M,5.74M,340.63B,88.300,88.350,9.0987,9.70,3.23%,89.600,88.000,108.900,87.100
2018-06-14,2007,16.140,16.420,16.620,483.93M,29.96M,350.89B,16.120,16.140,1.228,10.61,3.00%,16.640,16.000,18.226,7.962
2018-06-14,2018,119.400,121.600,121.000,744.23M,6.23M,145.90B,119.400,119.500,4.3467,21.95,1.76%,121.000,118.200,185.000,94.050
2018-06-14,2318,79.050,78.550,78.700,4.34B,54.74M,588.73B,79.050,79.100,4.9946,12.78,2.61%,80.400,78.500,98.543,49.745
2018-06-14,2319,27.900,29.300,29.300,591.17M,20.91M,109.57B,27.900,27.950,0.5258,42.40,0.53%,29.300,27.800,30.200,14.500
2018-06-14,2382,165.700,168.600,169.000,821.48M,4.92M,181.77B,165.700,166.200,2.6676,50.14,0.49%,170.500,164.200,174.900,62.500
2018-06-14,2388,39.800,39.850,40.000,248.73M,6.26M,420.79B,39.800,39.850,2.9387,13.54,3.51%,40.000,39.500,42.150,34.216
2018-06-14,23,32.000,32.150,32.000,50.11M,1.57M,89.84B,31.900,32.000,3.21,9.97,4.00%,32.350,31.750,36.000,30.550
2018-06-14,2628,22.250,22.350,22.350,528.67M,23.69M,165.56B,22.200,22.250,1.1411,15.71,2.20%,22.650,22.100,28.200,21.100
2018-06-14,267,11.620,11.720,11.600,106.82M,9.20M,338.02B,11.600,11.620,1.5092,7.70,3.10%,11.740,11.540,12.800,10.700
2018-06-14,27,64.850,65.500,64.800,508.46M,7.82M,280.05B,64.800,64.850,2.4513,26.46,1.14%,65.900,64.650,73.850,43.378
2018-06-14,288,6.960,7.190,7.150,544.59M,77.58M,102.14B,6.960,6.980,0.0779,11.45,3.88%,7.160,6.940,9.900,7.060
2018-06-14,2,81.250,81.550,82.100,131.95M,1.62M,205.27B,81.250,81.300,5.6399,14.41,3.61%,82.100,81.050,84.950,75.050
2018-06-14,3328,6.340,6.340,6.290,221.88M,35.10M,221.97B,6.330,6.340,0.91,5.59,5.61%,6.370,6.290,7.130,5.470
2018-06-14,386,7.280,7.440,7.550,1.17B,161.29M,185.73B,7.270,7.280,0.4233,13.88,8.42%,7.550,7.200,8.350,5.400
2018-06-14,388,255.600,257.600,256.000,1.35B,5.29M,318.67B,255.400,255.600,6.0309,42.38,2.11%,258.200,254.000,306.000,197.600
2018-06-14,3988,4.110,4.130,4.130,1.43B,347.16M,343.68B,4.110,4.120,0.56,5.89,5.34%,4.150,4.100,4.960,3.570
2018-06-14,3,14.860,15.000,15.000,312.30M,20.97M,228.64B,14.860,14.880,0.5345,27.80,2.14%,15.020,14.800,15.800,13.091
2018-06-14,5,76.400,76.650,76.700,997.31M,13.05M,"1,555.64B",76.400,76.450,0.4848,20.20,5.22%,76.800,76.150,86.000,67.550
2018-06-14,66,43.600,44.050,44.000,160.17M,3.67M,262.01B,43.550,43.600,2.8288,15.41,2.57%,44.100,43.300,46.800,40.550
2018-06-14,688,28.500,28.850,29.200,584.95M,20.40M,312.25B,28.500,28.550,3.7209,7.66,2.81%,29.200,28.350,32.200,22.500
2018-06-14,6,55.300,55.950,55.500,202.82M,3.66M,118.02B,55.250,55.300,3.8978,14.19,29.48%,56.000,55.100,67.607,54.000
2018-06-14,700,412.000,415.200,417.600,7.29B,17.69M,"3,915.68B",412.000,412.200,7.5986,43.78,0.21%,417.600,408.600,476.600,260.379
2018-06-14,762,10.100,10.180,10.040,183.39M,18.18M,309.04B,10.100,10.120,0.0744,109.31,0.63%,10.200,10.000,13.240,9.200
2018-06-14,823,71.400,71.050,70.750,398.45M,5.59M,153.51B,71.300,71.400,21.772,3.28,3.50%,71.800,70.750,75.000,58.000
2018-06-14,836,15.940,16.020,16.020,205.68M,12.86M,76.67B,15.940,15.960,0.9678,16.47,5.49%,16.120,15.880,16.480,12.820
2018-06-14,83,13.360,13.660,13.600,96.44M,7.19M,88.21B,13.360,13.380,1.19,11.23,7.34%,13.740,13.320,14.604,12.063
2018-06-14,857,6.120,6.270,6.270,915.03M,149.08M,129.12B,6.120,6.130,0.1246,39.59,2.54%,6.290,6.050,6.695,4.647
2018-06-14,883,13.080,13.380,13.260,752.89M,57.28M,583.98B,13.080,13.100,0.5527,18.99,3.82%,13.580,12.960,14.640,8.450
2018-06-14,939,7.870,7.960,7.900,3.31B,420.74M,"1,892.08B",7.870,7.880,0.969,6.49,4.63%,7.940,7.850,9.390,5.910
2018-06-14,941,70.450,70.850,70.650,1.26B,17.89M,"1,442.49B",70.450,70.500,5.5813,10.17,9.09%,70.850,70.100,86.355,69.600
